index,index,symbol,date,start,end,open,high,low,close,vol,type,price_change,volatility,rsi_6,rsi_7,rsi_9,rsi_12,rsi_14,rsi_30,rsi_6_of_high,rsi_9_of_high,rsi_14_of_high,rsi_6_of_low,rsi_9_of_low,rsi_14_of_low,ema_34,ema_89,ma_20,ma_50,ma_200,ema_trend,macd,macd_signal,adx_14,position
0,14048,XLMUSDT,2025-06-04,2025-06-04 01:00:00,2025-06-04 01:59:59,0.2732,0.2751,0.2732,0.2742,1116955.0,1,0.0036603221083455,0.0010778579577815,54.76176406460152,54.61334845221887,54.88780934758836,55.59320395757787,55.98821434226703,55.92079335315766,56.19952250065939,57.54351968567967,59.30459841668118,56.86236359910895,56.70123176535088,57.502499530182746,0.2719543097107439,0.2706089229316044,0.2732949999999999,0.269864,0.274944,0.0013453867791395,0.0010261077867334,0.0013086081212051,16.866092287051305,-
1,14049,XLMUSDT,2025-06-04,2025-06-04 02:00:00,2025-06-04 02:59:59,0.2741,0.2754,0.2731,0.2733,698239.0,0,-0.0032822757111597,0.0010985343768644,47.2433116430466,48.21333336674361,49.87958995285141,51.74144184051077,52.62729749413893,54.26766139146292,60.049247991875305,59.89591881251687,60.654224227044665,55.70614551488429,55.971556610415405,57.0385351978405,0.2720312062987014,0.2706687246442354,0.27331,0.26999,0.274891,0.001362481654466,0.0009244226308288,0.0012317710231298,16.05296451374827,-
2,14050,XLMUSDT,2025-06-04,2025-06-04 03:00:00,2025-06-04 03:59:59,0.2733,0.2757,0.2731,0.2748,2313875.0,1,0.0054884742041712,0.0011245245906296,58.60881925337094,57.82381270390567,57.20168541400761,57.140545912155794,57.23498687173592,56.48554986994349,63.86087024755836,62.24905657620396,62.0110075456627,55.70614551488429,55.9715566104154,57.0385351978405,0.2721894230816327,0.2707605307632524,0.2734949999999999,0.270166,0.2748435,0.0014288923183803,0.000953878162461,0.001176192450996,15.50153024719554,-
3,14051,XLMUSDT,2025-06-04,2025-06-04 04:00:00,2025-06-04 04:59:59,0.2749,0.2751,0.2739,0.2742,646253.0,0,-0.002183406113537,0.0010446158248835,53.11619941686337,53.21520626239853,53.673181343339046,54.48080446690357,54.933355158745776,55.37430986131938,51.96252907523925,54.989337901329534,57.72373138707623,64.11254445551651,61.046989868745214,60.03068883510738,0.2723043131912537,0.2708369634129579,0.27366,0.270346,0.2747855,0.0014673497782957,0.0009182222039111,0.0011245984015791,14.989484142539435,-
4,14052,XLMUSDT,2025-06-04,2025-06-04 05:00:00,2025-06-04 05:59:59,0.2743,0.2747,0.2725,0.2725,3760472.0,0,-0.0061998541210793,0.0008121302573661,40.28115444321328,42.11877978803411,44.8539168978196,47.62834109856677,48.92953483447776,52.35538178085503,45.22203577397628,50.56640491702026,54.99399106951086,45.84206365056104,49.75507180276219,53.06540208747095,0.2723154952946106,0.2708739197815588,0.273715,0.2705059999999999,0.2747205,0.0014415755130517,0.0007442100175383,0.0010485207247709,14.409435124168478,-
5,14053,XLMUSDT,2025-06-04,2025-06-04 06:00:00,2025-06-04 06:59:59,0.2726,0.2735,0.272,0.273,1493616.0,1,0.001834862385321,0.0008283853098626,44.97404394050466,45.98369636687657,47.69753201939103,49.65988880472652,50.63831922025759,53.13280541294371,30.8264935182075,39.77035051620105,47.70544611578774,40.85264078310812,46.3131405851677,50.79844777588433,0.2723546098492043,0.2709211660086353,0.2738049999999999,0.27066,0.2746635,0.0014334438405689,0.0006392806975308,0.0009666727193229,14.211458962789225,-
6,14054,XLMUSDT,2025-06-04,2025-06-04 07:00:00,2025-06-04 07:59:59,0.273,0.2735,0.2721,0.2728,715738.0,0,-0.0007326007326008,0.0007936553964177,43.33929159174984,44.59410632756224,46.615843537471726,48.833289142055655,49.91882635095705,52.776463081759,30.8264935182075,39.77035051620105,47.70544611578774,42.35832530227301,47.135965909146286,51.24703512257901,0.272380060714964,0.27096291787511,0.27384,0.270802,0.2745985,0.001417142839854,0.0005338314502595,0.0008801044655102,14.027623955794198,-
7,14055,XLMUSDT,2025-06-04,2025-06-04 08:00:00,2025-06-04 08:59:59,0.2728,0.2751,0.2728,0.2747,816125.0,1,0.0069648093841643,0.0008462334846159,59.9394380186529,58.49526148227725,57.03045707314711,56.36119969001134,56.274866664239326,55.69650773617174,57.06693142101167,55.72278754945027,56.59998742777772,52.51274246602584,52.82925162312254,54.3823681303801,0.2725126286741089,0.271045964144552,0.27392,0.270972,0.2745485,0.0014666645295569,0.0005966979209129,0.0008234231565908,13.467796031290192,-
8,14056,XLMUSDT,2025-06-04,2025-06-04 09:00:00,2025-06-04 09:59:59,0.2746,0.2755,0.274,0.2748,1313802.0,1,0.000364033491081,0.0008847472956457,60.66723794743077,59.124979469850174,57.52114178891708,56.72674521477183,56.58715907794398,55.84516253302763,61.45361398250324,58.79241978651083,58.50034896144586,65.144295037297,60.94169685850286,59.22363516558422,0.272643335607017,0.271129387163562,0.274045,0.271142,0.2745065,0.001513948443455,0.000647129509933,0.0007881644272592,13.224172772563351,-
9,14057,XLMUSDT,2025-06-04,2025-06-04 10:00:00,2025-06-04 10:59:59,0.2747,0.2757,0.274,0.2744,1060784.0,0,-0.0014556040756914,0.0008832389883185,55.80115614054343,55.2155229491018,54.70976435620813,54.72635934277472,54.898147388016966,55.0804092099707,63.68019758130336,60.33906791062259,59.45627590175081,65.144295037297,60.94169685850285,59.22363516558422,0.2727437164294731,0.2712020674488161,0.27402,0.271308,0.2744585,0.001541648980657,0.0006473579114738,0.0007600031241021,13.137455827019362,-
